review_text,rating,sentiment
This yoga mat is average. It does the job but nothing more.,3,neutral
Bought this coffee maker a few weeks ago.,1,negative
"This phone case is fast. My whole family loves it now. On the downside, stopped working within a week. Rating: 3/5.",3,positive
Bought this backpack a few weeks ago. It arrived damaged. Overall it's not bad. Rating: 1/5.,1,negative
This backpack is solid. My whole family loves it now.,3,positive
Bought this desk lamp a few weeks ago. Rating: 5/5.,5,positive
This backpack is fantastic.,4,positive
Bought this headphones a few weeks ago. The size runs way smaller than expected. Rating: 2/5.,2,negative
This headphones is uncomfortable. Rating: 1/5.,1,negative
This backpack is nothing special.,3,neutral
This laptop is not worth it. Overall it's not great.,1,negative
This air fryer is top notch. Exceeded my expectations. Rating: 4/5.,4,positive
This wireless mouse is faulty.,2,negative
This yoga mat is disappointing.,1,negative
This blender is sturdy. Shipping was fast and packaging was solid. Rating: 3/5.,3,positive
This headphones is sturdy. It feels premium for the price. Overall it's wouldn't recommend.,5,positive
This smartwatch is shoddy.,2,negative
"This running shoes is durable. On the plus side, works as described, no surprises.",5,negative
This smartwatch is awful.,2,negative
"This headphones is so-so. Works as described, no surprises. That said, shipping was fast and packaging was solid.",4,neutral
This running shoes is terrible.,2,negative
This headphones is top notch. Battery life is impressive.,5,positive
This laptop is sturdy. I would definitely buy this again.,4,positive
"This bluetooth speaker is clunky. Also, works as described, no surprises.",2,negative
Bought this laptop a few weeks ago. Overall it's not bad.,3,negative
This running shoes is reliable. It feels premium for the price.,3,positive
This office chair is amazing. I would definitely buy this again.,4,positive
This smartwatch is disappointing.,3,negative
This yoga mat is slow. It's louder than advertised. Rating: 1/5.,1,negative
This vacuum cleaner is durable. It feels premium for the price.,4,positive
This wireless mouse is not worth it. Stopped working within a week.,1,negative
This running shoes is smooth. Works perfectly out of teh box. Rating: 5/5.,5,positive
This smartwatch is okay. Packaging was fine.,3,neutral
Bought this laptop a few weeks ago.,2,negative
Bought this backpack a few weeks ago. The material feels cheap.,3,negative
This phone case is amazing. Shipping was fast and packaging was solid.,4,positive
This vacuum cleaner is middle of the road. Packaging was fine. Overall it's not as good as I hoped. Rating: 4/5.,4,neutral
This blender is badly made. The material feels cheap.,1,negative
"This office chair is average. However, works perfectly out of the box. Rating: 3/5.",3,neutral
This smartwatch is defective. Battery drains way too fast. Overall it's can't complain.,2,positive
"This blender is okay. Some features are useful, others aren't.",4,neutral
"This desk lamp is awful. That said, packaging was fine. Rating: 2/5.",2,negative
Bought this yoga mat a few weeks ago. My whole family loves it now. Overall it's could be better.,5,positive
This office chair is awful.,1,negative
"This yoga mat is slow. I had to return it after two days. That said, delivery took about a week.",2,negative
"This smartwatch is standard. It's fine for the price but i wouldn't rave about it. Also, the build quality is great. Rating: 3/5.",3,neutral
"This coffee maker is well made. Customer service was very helpful. Also, the instructions were confusing. Rating: 5/5.",5,positive
Bought this bluetooth speaker a few weeks ago.,3,neutral
"Bought this wireless mouse a few weeks ago. That said, works as described, no surprises.",1,negative
"This blender is awful. Battery drains way too fast. However, battery life is impressive.",1,negative
Bought this backpack a few weeks ago. Packaging was fine. Overall it's could be better. Rating: 3/5.,3,neutral
This smartwatch is shoddy.,2,negative
This office chair is okay. It does the job but nothing more.,3,neutral
"This blender is overpriced. Customer support never responded. That said, packaging was fine. Overall it's can't complain.",2,negative
This wireless mouse is nothing special.,4,neutral
This running shoes is cheap. Overall it's wouldn't recommend.,1,negative
This desk lamp is clunky. The instructions were confusing.,2,negative
"This phone case is not worth it. The material feels cheap. However, works perfectly out of the box. Overall it's could be better.",1,negative
This laptop is outstanding.,5,positive
Bought this laptop a few weeks ago. I regret this purchase.,1,negative
"This vacuum cleaner is excelent. It feels premium for the price. Also, stopped working within a week.",3,positive
"This desk lamp is clunky. However, battery life is impressive. Rating: 3/5.",3,negative
This office chair is fine.,3,neutral
"Bought this air fryer a few weeks ago. Delivery took about a week. That said, it arrived damaged.",3,neutral
"This office chair is sturdy. That said, it's fine for the price but I wouldn't rave about it. Overall it's not bad.",4,positive
Bought this bluetooth speaker a few weeks ago. Packaging was fine. Rating: 3/5.,3,neutral
Bought this desk lamp a few weeks ago. Exceeded my expectations. Overall it's not bad. Rating: 4/5.,4,positive
This blender is flimsy. It arrived damaged.,3,negative
Bought this vacuum cleaner a few weeks ago.,2,negative
This laptop is awful.,3,negative
This vacuum cleaner is sleek. Battery life is impressive. Rating: 5/5.,5,positive
This coffee maker is uncomfortable. I had to return it after two days.,1,negative
This office chair is comfortable. Shipping was fast and packaging was solid. Rating: 3/5.,3,positive
This running shoes is smooth. Rating: 5/5.,5,positive
This coffee maker is fantastic. Customer service was very helpful.,4,positive
This wireless mouse is excelent.,4,positive
This office chair is durable. Shipping was fast and packaging was solid. Rating: 5/5.,5,positive
This office chair is outstanding. I would definitely buy this again.,4,positive
"This blender is comfortable. Shipping was fast and packaging was solid. Also, delivery took about a week. Overall it's not as good as I hoped. Rating: 5/5.",5,positive
"This bluetooth speaker is flimsy. It's louder than advertised. Also, exceeded my expectations. Overall it's not as good as I hoped. Rating: 1/5.",1,negative
This laptop is cheap. Battery drains way too fast.,1,negative
Bought this smartwatch a few weeks ago. It's fine for teh price but i wouldn't rave about it. Rating: 3/5.,3,neutral
"Bought this smartwatch a few weeks ago. Setup took less than five minutes. Also, it does the job but nothing more. Rating: 5/5.",5,positive
Bought this yoga mat a few weeks ago. It arrived damaged.,2,negative
"Bought this air fryer a few weeks ago. That said, it's fine for the price but I wouldn't rave about it. Overall it's not bad.",1,negative
This office chair is not worth it.,2,negative
Bought this laptop a few weeks ago. It does the job but nothing more. Rating: 3/5.,3,neutral
"This office chair is decent. It's fine for the price but i wouldn't rave about it. That said, the size runs way smaller than expected.",3,neutral
This blender is responsive. Works perfectly out of the box. Rating: 5/5.,5,positive
"This wireless mouse is average. Some features are useful, others aren't.",3,neutral
This headphones is outstanding. It feels premium for the price.,5,positive
This backpack is nothing special.,3,neutral
"This blender is acceptable. Some features are useful, others aren't. Overall it's could be better. Rating: 4/5.",4,neutral
Bought this phone case a few weeks ago.,5,positive
This vacuum cleaner is smooth. Battery life is impressive.,5,positive
Bought this laptop a few weeks ago. Rating: 4/5.,4,positive
This laptop is broken. I had to return it after two days. Rating: 1/5.,1,negative
"Bought this wireless mouse a few weeks ago. Works as described, no surprises. Overall it's didn't disappoint.",3,neutral
This smartwatch is fast. Shipping was fast and packaging was solid.,5,positive
